OF_id,fornecedor,categoria,valor,prazo_entrega,dias_para_vencer,risk_score,prioridade,motivo_notificacao,assunto,mensagem,status_envio
897,Fornecedor_14,Medicamentos,15785.13,2023-02-03,-1212,0.4238624707155764,Média,prazo próximo do vencimento,Acompanhamento da OF 897 - prioridade Média,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 897 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-02-03 00:00:00 e o escore de risco calculado é 0.42.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
898,Fornecedor_14,Medicamentos,31724.44,2023-02-08,-1207,0.5914965948424642,Média,prazo próximo do vencimento,Acompanhamento da OF 898 - prioridade Média,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 898 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-02-08 00:00:00 e o escore de risco calculado é 0.59.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
899,Fornecedor_16,Medicamentos,39832.47,2023-01-21,-1225,0.8148752982456543,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 899 - prioridade Alta,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 899 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-01-21 00:00:00 e o escore de risco calculado é 0.81.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
900,Fornecedor_10,Equipamentos,26414.61,2023-07-20,-1045,0.7605982519201587,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 900 - prioridade Alta,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 900 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-07-20 00:00:00 e o escore de risco calculado é 0.76.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
901,Fornecedor_15,Equipamentos,32228.77,2023-05-17,-1109,0.2817683178052929,Baixa,prazo próximo do vencimento,Acompanhamento da OF 901 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 901 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-17 00:00:00 e o escore de risco calculado é 0.28.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
902,Fornecedor_17,Equipamentos,26127.81,2023-01-22,-1224,0.246495642194379,Baixa,prazo próximo do vencimento,Acompanhamento da OF 902 - prioridade Baixa,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 902 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-22 00:00:00 e o escore de risco calculado é 0.25.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
903,Fornecedor_11,Insumos,36349.57,2023-03-06,-1181,0.4450062717416308,Média,prazo próximo do vencimento,Acompanhamento da OF 903 - prioridade Média,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 903 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-03-06 00:00:00 e o escore de risco calculado é 0.45.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
904,Fornecedor_10,Insumos,34950.15,2023-08-05,-1029,0.7025251054512673,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 904 - prioridade Alta,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 904 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-08-05 00:00:00 e o escore de risco calculado é 0.70.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
905,Fornecedor_2,Equipamentos,9314.96,2023-05-28,-1098,0.1702142611944552,Baixa,prazo próximo do vencimento,Acompanhamento da OF 905 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 905 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-28 00:00:00 e o escore de risco calculado é 0.17.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
906,Fornecedor_9,Equipamentos,19912.05,2023-03-01,-1186,0.2133531862935768,Baixa,prazo próximo do vencimento,Acompanhamento da OF 906 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 906 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-01 00:00:00 e o escore de risco calculado é 0.21.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
907,Fornecedor_20,Medicamentos,47372.32,2023-12-03,-909,0.1483417710246836,Baixa,prazo próximo do vencimento,Acompanhamento da OF 907 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 907 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-03 00:00:00 e o escore de risco calculado é 0.15.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
908,Fornecedor_17,Insumos,30399.79,2023-12-21,-891,0.4576121484519228,Média,prazo próximo do vencimento,Acompanhamento da OF 908 - prioridade Média,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 908 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-12-21 00:00:00 e o escore de risco calculado é 0.46.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
909,Fornecedor_12,Equipamentos,27862.59,2023-12-07,-905,0.2899910949467983,Baixa,prazo próximo do vencimento,Acompanhamento da OF 909 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 909 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-07 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
910,Fornecedor_13,Insumos,34760.89,2023-01-29,-1217,0.6144108842951654,Média,prazo próximo do vencimento,Acompanhamento da OF 910 - prioridade Média,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 910 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-01-29 00:00:00 e o escore de risco calculado é 0.61.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
911,Fornecedor_1,Insumos,44892.6,2023-04-14,-1142,0.3273623073039577,Baixa,prazo próximo do vencimento,Acompanhamento da OF 911 - prioridade Baixa,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 911 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-14 00:00:00 e o escore de risco calculado é 0.33.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
912,Fornecedor_19,Tecnologia,34886.4,2023-07-17,-1048,0.7442932797672939,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 912 - prioridade Alta,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 912 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-07-17 00:00:00 e o escore de risco calculado é 0.74.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
913,Fornecedor_5,Equipamentos,27018.35,2023-02-06,-1209,0.6176985907936353,Média,prazo próximo do vencimento,Acompanhamento da OF 913 - prioridade Média,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 913 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-02-06 00:00:00 e o escore de risco calculado é 0.62.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
914,Fornecedor_14,Insumos,31296.62,2023-01-22,-1224,0.1500687282022437,Baixa,prazo próximo do vencimento,Acompanhamento da OF 914 - prioridade Baixa,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 914 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-22 00:00:00 e o escore de risco calculado é 0.15.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
915,Fornecedor_16,Medicamentos,19314.38,2023-08-30,-1004,0.1716773982320842,Baixa,prazo próximo do vencimento,Acompanhamento da OF 915 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 915 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-30 00:00:00 e o escore de risco calculado é 0.17.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
916,Fornecedor_17,Tecnologia,5052.73,2023-12-11,-901,0.4634026790351728,Média,prazo próximo do vencimento,Acompanhamento da OF 916 - prioridade Média,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 916 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-12-11 00:00:00 e o escore de risco calculado é 0.46.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
917,Fornecedor_2,Tecnologia,39325.31,2023-06-28,-1067,0.2655023803636462,Baixa,prazo próximo do vencimento,Acompanhamento da OF 917 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 917 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-28 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
918,Fornecedor_1,Insumos,3868.07,2023-12-13,-899,0.2256735597219289,Baixa,prazo próximo do vencimento,Acompanhamento da OF 918 - prioridade Baixa,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 918 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-13 00:00:00 e o escore de risco calculado é 0.23.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
919,Fornecedor_6,Tecnologia,13801.93,2023-11-11,-931,0.2163498711521868,Baixa,prazo próximo do vencimento,Acompanhamento da OF 919 - prioridade Baixa,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 919 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-11 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
920,Fornecedor_20,Insumos,25998.84,2023-12-04,-908,0.2915523966909043,Baixa,prazo próximo do vencimento,Acompanhamento da OF 920 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 920 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-04 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
921,Fornecedor_11,Insumos,5956.44,2023-02-24,-1191,0.2522042312381601,Baixa,prazo próximo do vencimento,Acompanhamento da OF 921 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 921 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-24 00:00:00 e o escore de risco calculado é 0.25.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
922,Fornecedor_19,Tecnologia,8269.04,2023-07-13,-1052,0.6707118410865918,Média,prazo próximo do vencimento,Acompanhamento da OF 922 - prioridade Média,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 922 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-13 00:00:00 e o escore de risco calculado é 0.67.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
923,Fornecedor_12,Equipamentos,31314.02,2023-12-21,-891,0.6552517421055186,Média,prazo próximo do vencimento,Acompanhamento da OF 923 - prioridade Média,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 923 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-12-21 00:00:00 e o escore de risco calculado é 0.66.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
924,Fornecedor_4,Equipamentos,24310.52,2023-10-10,-963,0.6534071821691247,Média,prazo próximo do vencimento,Acompanhamento da OF 924 - prioridade Média,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 924 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-10-10 00:00:00 e o escore de risco calculado é 0.65.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
